id;listing_url;name;host_id;host_name;host_is_superhost;neighbourhood_cleansed;property_type;room_type;bathrooms_text;bedrooms;beds;amenities;price;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;reviews_per_month
17537869;https://www.airbnb.com/rooms/17537869;Spacious houseboat, perfect for 2 couples / family;79213104;Marianne;f;Zuid;Houseboat;Entire home/apt;1.5 baths;3.0;3.0;"[""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Paid parking on premises"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Lake access"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";190.0;12;2017-03-18;2017-07-01;97;10.0;10.0;10.0;10.0;9.0;10.0;0.26
17538937;https://www.airbnb.com/rooms/17538937;The Rijks I - Canal district, next to Rijksmuseum!;84449589;Christiaan;f;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;3.0;3.0;"[""Wifi"", ""Private entrance"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""TV"", ""Heating"", ""Smoke alarm""]";223.0;99;2017-03-10;2020-06-15;82;9.0;8.0;9.0;9.0;10.0;8.0;2.16
17539314;https://www.airbnb.com/rooms/17539314;"BRIGHT, 2 storey apt with 2 bedrooms in ""the PIJP""";118946082;Rick;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;2 baths;2.0;2.0;"[""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";99.0;25;2017-03-18;2020-08-30;94;10.0;9.0;10.0;10.0;10.0;10.0;0.55
17549368;https://www.airbnb.com/rooms/17549368;Modern apartment in typical Amsterdam canal house;88842323;Kevin;t;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Iron"", ""Hot water"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Indoor fireplace"", ""Smoke alarm""]";350.0;43;2017-08-02;2019-07-11;99;10.0;10.0;10.0;10.0;10.0;9.0;1.05
17554758;https://www.airbnb.com/rooms/17554758;Gideon's palazzo CITY AMSTERDAM;18345165;Gideon;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;;1.0;"[""Microwave"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Smoke alarm"", ""Cable TV"", ""TV"", ""Wifi"", ""Hot water"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Kitchen"", ""Ethernet connection"", ""Gym"", ""Iron"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating""]";190.0;44;2017-04-12;2019-09-16;94;10.0;9.0;10.0;10.0;10.0;9.0;0.98
17565780;https://www.airbnb.com/rooms/17565780;Bright & Stylish Duplex with Rooftop in De Pijp;5950226;Karoll;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;3.0;4.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Carbon monoxide alarm"", ""Outlet covers"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Babysitter recommendations"", ""TV"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Baby safety gates"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";300.0;18;2017-03-05;2019-08-03;100;10.0;10.0;10.0;10.0;10.0;10.0;0.39
17571669;https://www.airbnb.com/rooms/17571669;lovely apartment in Amsterdam's Pijp area;10006607;Dana;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1.5 baths;1.0;1.0;"[""Wifi"", ""Oven"", ""Patio or balcony"", ""Hot water"", ""Dishwasher"", ""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""Hair dryer"", ""Heating"", ""Cooking basics"", ""Washer"", ""Refrigerator"", ""Smoke alarm"", ""Stove""]";150.0;12;2017-04-18;2019-12-31;98;10.0;10.0;10.0;10.0;10.0;10.0;0.27
17615696;https://www.airbnb.com/rooms/17615696;Central, luxurious 2 BEDROOM apartment;118946082;Rick;f;Centrum-West;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";500.0;55;2017-03-23;2020-10-14;97;10.0;9.0;10.0;10.0;10.0;9.0;1.21
17623132;https://www.airbnb.com/rooms/17623132;Houseboat city center skinny bridge;119824074;Magere;f;Centrum-Oost;Houseboat;Entire home/apt;2 baths;2.0;3.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Private entrance"", ""TV"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";245.0;37;2017-05-11;2019-12-30;90;9.0;9.0;9.0;9.0;10.0;9.0;0.85
17631393;https://www.airbnb.com/rooms/17631393;City Centre family home, garden & private parking;21738365;Michel;f;Oud-Noord;Entire townhouse;Entire home/apt;1 bath;3.0;5.0;"[""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Waterfront"", ""Washer""]";220.0;18;2017-05-02;2020-08-01;100;10.0;10.0;10.0;10.0;10.0;9.0;0.41
17631773;https://www.airbnb.com/rooms/17631773;Primary located 1 bedroom apartment;118946082;Rick;f;Centrum-West;Entire apartment;Entire home/apt;1 bath;1.0;2.0;"[""Microwave"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Paid parking off premises"", ""Essentials"", ""Hair dryer"", ""Heating""]";500.0;57;2017-03-16;2020-11-01;95;10.0;9.0;10.0;10.0;10.0;9.0;1.25
17637617;https://www.airbnb.com/rooms/17637617;Beautiful room ovelooking the gardens R;72040780;Hanneke;f;Centrum-Oost;Room in boutique hotel;Hotel room;1 bath;1.0;2.0;"[""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Smoke alarm"", ""Cable TV"", ""TV"", ""Building staff"", ""Wifi"", ""Pocket wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Iron"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Breakfast""]";136.0;66;2017-08-13;2020-02-28;96;10.0;10.0;10.0;10.0;10.0;9.0;1.62
17643789;https://www.airbnb.com/rooms/17643789;The Rooms Up & Downstairs - Free parking;4615590;Marta;t;Noord-West;Room in bed and breakfast;Hotel room;1.5 baths;2.0;4.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Babysitter recommendations"", ""Cable TV"", ""BBQ grill"", ""TV"", ""Free street parking"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Smart lock"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Crib"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer"", ""Breakfast""]";147.0;7;2017-07-27;2020-01-03;97;9.0;10.0;10.0;10.0;8.0;9.0;0.17
17647184;https://www.airbnb.com/rooms/17647184;Urban and stylish apartment in De Pijp;19497125;Sara-Marie;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";125.0;2;2017-03-17;2017-09-19;60;2.0;4.0;4.0;2.0;6.0;2.0;0.04
17681983;https://www.airbnb.com/rooms/17681983;Cosy and romantic 2P appt near famous Westerpark!;120418905;Michaël;f;Westerpark;Entire apartment;Entire home/apt;1.5 baths;1.0;1.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Essentials"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";90.0;1;2017-04-18;2017-04-18;100;10.0;10.0;10.0;10.0;10.0;10.0;0.02
17688470;https://www.airbnb.com/rooms/17688470;Beautiful Neighbourhood Apartment;16798664;Doutzen;f;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Fire extinguisher"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";140.0;9;2017-03-13;2018-05-21;100;10.0;10.0;10.0;10.0;10.0;10.0;0.2
17690945;https://www.airbnb.com/rooms/17690945;Modern & cozy apartment;46529303;Anne;f;Westerpark;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Fire extinguisher"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Washer"", ""Smoke alarm""]";100.0;11;2017-04-05;2019-07-14;86;10.0;8.0;10.0;9.0;10.0;8.0;0.24
17710040;https://www.airbnb.com/rooms/17710040;Modern apartment in Amsterdam city centre;10154684;Justa;f;Westerpark;Entire apartment;Entire home/apt;1.5 baths;2.0;2.0;"[""Wifi"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer"", ""Smoke alarm""]";150.0;8;2017-03-29;2017-04-29;97;10.0;10.0;10.0;10.0;10.0;9.0;0.18
17716290;https://www.airbnb.com/rooms/17716290;Lovely apartment in Amsterdam West;15113027;Fieke;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Smoke alarm""]";98.0;15;2017-03-26;2019-10-20;99;10.0;10.0;10.0;10.0;9.0;10.0;0.33
17728345;https://www.airbnb.com/rooms/17728345;Luxurious Design Apt | 2 Balconies & Roof Terrace!;55374961;Annegien;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";240.0;13;2017-04-02;2018-09-16;100;10.0;10.0;10.0;10.0;9.0;10.0;0.29
17765511;https://www.airbnb.com/rooms/17765511;Beautiful canal house in centre of Amsterdam;659620;Victoria;t;Centrum-West;Entire apartment;Entire home/apt;3 baths;2.0;2.0;"[""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""TV"", ""Free street parking"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";181.0;51;2017-05-18;2020-10-11;98;10.0;10.0;10.0;10.0;10.0;10.0;1.17
17787950;https://www.airbnb.com/rooms/17787950;Beautiful Nassau Apartment, 2 bedrooms with garden;92843617;Michelle;f;Centrum-West;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Microwave"", ""Single level home"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Private entrance"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Lockbox"", ""Garden or backyard"", ""Dishwasher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";202.0;24;2017-04-16;2019-08-07;99;10.0;9.0;10.0;10.0;10.0;9.0;0.54
17819823;https://www.airbnb.com/rooms/17819823;Nice family home near Rai conference center;121825175;Jackie;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;2.0;3.0;"[""Wifi"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""TV"", ""Heating""]";148.0;10;2017-03-26;2017-09-19;91;10.0;9.0;10.0;9.0;9.0;9.0;0.22
17835965;https://www.airbnb.com/rooms/17835965;GREAT CANAL STUDIO, 15min centre, FREE PARKING;95422089;Jackie;t;IJburg - Zeeburgereiland;Private room in guest suite;Private room;1 private bath;;1.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Lock on bedroom door"", ""Free parking on premises"", ""Single level home"", ""Private living room"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""TV"", ""Pack \u2019n Play/travel crib"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Lockbox"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Waterfront""]";83.0;92;2017-04-20;2020-08-28;100;10.0;10.0;10.0;10.0;10.0;10.0;2.07
17843664;https://www.airbnb.com/rooms/17843664;Large and sunny house 15 min from Amsterdam Centre;34597903;Remke;t;IJburg - Zeeburgereiland;Entire townhouse;Entire home/apt;1 bath;4.0;5.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Free parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Game console"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Babysitter recommendations"", ""Cable TV"", ""Window guards"", ""BBQ grill"", ""TV"", ""Stove"", ""Wifi"", ""Smart lock"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Room-darkening shades"", ""Dishwasher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Changing table"", ""Heating"", ""Washer""]";275.0;37;2017-06-11;2020-09-20;97;10.0;10.0;10.0;10.0;9.0;9.0;0.87
17855075;https://www.airbnb.com/rooms/17855075;Lovely Apartment with View on the Canal;18261716;Lucile;f;Zuid;Entire apartment;Entire home/apt;1 bath;1.0;2.0;"[""Wifi"", ""Hangers"", ""Dedicated workspace"", ""Essentials"", ""TV"", ""Heating""]";100.0;3;2017-04-29;2018-08-19;87;9.0;9.0;9.0;10.0;8.0;9.0;0.07
17870589;https://www.airbnb.com/rooms/17870589;Lovely & Bright, near Vondelpark @Museum Quarter!;105075304;Jurren;f;Zuid;Entire apartment;Entire home/apt;1.5 baths;1.0;1.0;"[""Wifi"", ""Private entrance"", ""Hangers"", ""Host greets you"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";165.0;10;2017-04-25;2018-07-27;92;9.0;10.0;9.0;10.0;10.0;8.0;0.23
17871313;https://www.airbnb.com/rooms/17871313;Bright and Warm - 100m from Dam Square;77540373;Cashoo;f;Centrum-West;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Iron"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Fire extinguisher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Bed linens"", ""Washer"", ""First aid kit""]";215.0;16;2017-03-24;2019-05-04;97;10.0;10.0;10.0;10.0;10.0;9.0;0.35
17878948;https://www.airbnb.com/rooms/17878948;CITY CENTER houseboat Anita Amsterdam;48247950;Ferdi;t;Centrum-Oost;Entire apartment;Entire home/apt;1.5 baths;2.0;2.0;"[""Wifi"", ""Iron"", ""Hot water"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";199.0;31;2018-03-05;2020-10-13;100;10.0;10.0;10.0;10.0;10.0;10.0;0.92
17886196;https://www.airbnb.com/rooms/17886196;The urban green studio;10278973;Nimca;t;Noord-West;Entire guest suite;Entire home/apt;Half-bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Private entrance"", ""Hangers"", ""Shampoo"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Indoor fireplace"", ""Washer"", ""Keypad"", ""Lockbox""]";88.0;30;2017-04-11;2020-01-02;94;10.0;9.0;10.0;10.0;9.0;9.0;0.67
17905627;https://www.airbnb.com/rooms/17905627;Private bedroom in spacious,fresh artist-yoga home;13421237;Olivia;t;Oud-Noord;Private room in apartment;Private room;1 shared bath;1.0;1.0;"[""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Patio or balcony"", ""Free street parking"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Long term stays allowed"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";60.0;95;2017-04-17;2020-03-02;97;10.0;10.0;10.0;10.0;9.0;9.0;2.13
17906632;https://www.airbnb.com/rooms/17906632;Cozy apartment close to the beautiful Vondelpark;58956685;Audrey;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;2.0;"[""Wifi"", ""Oven"", ""Microwave"", ""Patio or balcony"", ""Private entrance"", ""Dishwasher"", ""Shampoo"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Dishes and silverware"", ""TV"", ""Heating"", ""Refrigerator"", ""Washer"", ""Hair dryer"", ""Smoke alarm""]";120.0;3;2017-04-23;2017-05-28;93;9.0;9.0;9.0;9.0;10.0;8.0;0.07
17913931;https://www.airbnb.com/rooms/17913931;Cosy room in spacious apartment;120569848;Georgios;f;Slotervaart;Private room in apartment;Private room;1.5 shared baths;1.0;1.0;"[""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Paid parking on premises"", ""Oven"", ""Patio or balcony"", ""TV"", ""Stove"", ""Wifi"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Elevator"", ""Iron"", ""Dishwasher"", ""Paid parking off premises"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";20.0;140;2017-04-19;2020-10-12;86;9.0;8.0;9.0;9.0;9.0;8.0;3.15
17917198;https://www.airbnb.com/rooms/17917198;Bright & Great Private APT | JORDAAN AREA | CITY VIEW!;65859990;Martijn;f;Centrum-West;Private room in apartment;Private room;1 bath;1.0;1.0;"[""Wifi"", ""Oven"", ""Microwave"", ""Fire extinguisher"", ""Bed linens"", ""TV"", ""Heating"", ""Smoke alarm""]";96.0;97;2017-04-03;2020-08-17;91;9.0;9.0;9.0;9.0;10.0;9.0;2.15
17931425;https://www.airbnb.com/rooms/17931425;Apartment in West Amsterdam, Bos en Lommer;122968201;Mel;f;Bos en Lommer;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Building staff"", ""Smoke alarm"", ""Paid parking on premises""]";120.0;18;2017-04-17;2018-07-17;99;10.0;10.0;10.0;10.0;10.0;10.0;0.4
17947246;https://www.airbnb.com/rooms/17947246;Light and cosy apartment near city centre;121731973;Anniek;f;Bos en Lommer;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Kitchen"", ""Shampoo"", ""Long term stays allowed"", ""Host greets you"", ""Heating"", ""Washer"", ""TV"", ""Paid parking off premises"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""Fire extinguisher"", ""Iron"", ""Dedicated workspace"", ""Hot water"", ""Private entrance""]";80.0;9;2017-04-23;2019-08-08;89;9.0;8.0;10.0;10.0;9.0;9.0;0.2
17957705;https://www.airbnb.com/rooms/17957705;Cool appartment near the RAI;83563137;Maxime;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Hot water"", ""Host greets you"", ""Shampoo"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Hair dryer"", ""TV"", ""Heating"", ""Smoke alarm"", ""Breakfast""]";120.0;12;2018-01-21;2019-07-07;97;10.0;10.0;10.0;10.0;10.0;10.0;0.34
17960148;https://www.airbnb.com/rooms/17960148;Cosy room in a cosy house;123279093;Soely;f;Geuzenveld - Slotermeer;Shared room in house;Shared room;1 shared bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Hot water"", ""Hangers"", ""Shampoo"", ""Essentials"", ""First aid kit"", ""Bed linens"", ""Hair dryer"", ""Heating""]";60.0;24;2017-04-13;2019-10-20;96;10.0;10.0;10.0;10.0;9.0;9.0;0.54
17968930;https://www.airbnb.com/rooms/17968930;"Private LOFT; 17th century manor house in centre";73131569;Robert;t;Centrum-Oost;Room in bed and breakfast;Hotel room;1 bath;1.0;1.0;"[""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Cable TV"", ""TV"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Air conditioning"", ""Ethernet connection"", ""Iron"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating""]";250.0;32;2019-07-24;2020-03-15;99;10.0;10.0;10.0;10.0;10.0;9.0;1.89
17969022;https://www.airbnb.com/rooms/17969022;Trendy apartment for 2 people in Amsterdam-West;17104097;Claudia;t;Bos en Lommer;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Fire extinguisher"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Lockbox"", ""Smoke alarm""]";142.0;36;2017-04-17;2020-01-12;97;10.0;10.0;10.0;10.0;10.0;10.0;0.81
17972923;https://www.airbnb.com/rooms/17972923;City view apartment in park close to centre;6631381;Willem;t;Slotervaart;Entire apartment;Entire home/apt;1 bath;3.0;3.0;"[""Wifi"", ""Iron"", ""Private entrance"", ""Hangers"", ""Host greets you"", ""Carbon monoxide alarm"", ""Shampoo"", ""Fire extinguisher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Elevator""]";160.0;23;2017-06-18;2019-12-08;100;10.0;9.0;10.0;10.0;10.0;10.0;0.54
17986807;https://www.airbnb.com/rooms/17986807;"Cosy & Stylish @The Heineken Square in ""the Pijp""";122994228;Rinze;t;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Oven"", ""Iron"", ""Microwave"", ""Hot water"", ""Hangers"", ""Fire extinguisher"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""TV"", ""Heating"", ""Cooking basics"", ""Dishes and silverware"", ""Smoke alarm""]";200.0;100;2017-04-09;2020-10-23;98;10.0;10.0;10.0;10.0;10.0;9.0;2.23
